"columns","QFR_industry_code","QFR_industry_title","standard_industry_code","year","standard_code_type"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2018,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2018,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2018,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2018,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2018,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2018,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2018,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2018,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2018,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2018,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2018,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2018,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2019,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2019,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2019,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2019,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2019,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2019,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2019,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2019,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2019,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2019,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2019,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2019,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2019,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2019,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2019,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2019,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2019,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2019,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2019,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2019,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2019,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2019,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2019,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2019,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2019,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2019,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2019,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2019,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2019,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2019,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2019,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2019,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2019,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2019,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2019,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2019,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2019,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2019,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2019,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2019,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2019,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2019,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2019,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2019,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2019,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2019,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2019,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2019,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2019,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2019,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2019,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2019,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2019,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2019,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2019,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2020,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2020,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2020,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2020,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2020,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2020,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2020,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2020,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2020,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2020,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2020,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2020,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2020,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2020,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2020,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2020,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2020,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2020,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2020,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2020,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2020,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2020,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2020,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2020,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2020,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2020,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2020,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2020,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2020,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2020,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2020,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2020,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2020,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2020,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2020,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2020,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2020,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2020,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2020,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2020,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2020,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2020,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2020,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2020,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2020,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2020,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2020,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2020,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2020,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2020,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2020,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2020,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2020,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2020,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2020,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2021,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2021,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2021,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2021,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2021,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2021,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2021,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2021,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2021,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2021,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2021,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2021,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2021,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2021,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2021,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2021,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2021,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2021,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2021,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2021,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2021,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2021,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2021,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2021,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2021,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2021,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2021,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2021,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2021,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2021,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2021,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2021,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2021,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2021,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2021,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2021,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2021,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2021,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2021,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2021,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2021,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2021,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2021,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2021,"NAICS_2007"
NA,"371,374,376,381,384,386)",NA,NA,2021,"NAICS_2007"
"DJ","TINF(511-512,515,517,519)","All Information","5111 - 5112, 5121 - 5122, 5151 - 5152,",2021,"NAICS_2007"
"DK - DU","TMFG(311-386)","All Manufacturing","3110 - 3399",2021,"NAICS_2007"
"DV","TMIN","All Mining","2110 - 2139",2021,"NAICS_2007"
"DW - EG","TNDU(311-313,315,","All Nondurable Manufacturing","3110 - 3169, 3220 - 3269",2021,"NAICS_2007"
NA,"322-326,375,385)",NA,NA,2021,"NAICS_2007"
"EH","TPTS(545-547,549)","All Professional and Technical Services (except Legal Services)","5412 - 5419",2021,"NAICS_2007"
"EI - EK","TRAN(376,386)","Transportation Equipment","3360 - 3369",2021,"NAICS_2007"
"n/a","n/a","(residual included in Transportation Equipment)","3360, 3365 - 3369",2021,"NAICS_2007"
"EL","TRET(445,448,450)","All Retail Trade","4410 - 4549",2021,"NAICS_2007"
"EM","TWHS(421,422)","All Wholesale Trade","4230 - 4259",2021,"NAICS_2007"
"B - D","311","Food","3110 - 3119",2022,"NAICS_2007"
"E - G","312","Beverage and Tobacco Products","3120 - 3129",2022,"NAICS_2007"
"H - J","313","Textile Mills and Textile Product Mills","3130 - 3149",2022,"NAICS_2007"
"K - M","315","Apparel and Leather Products","3150 - 3169",2022,"NAICS_2007"
"N - P","321","Wood Products","3210 - 3219",2022,"NAICS_2007"
"Q - S","322","Paper","3220 - 3229",2022,"NAICS_2007"
"T - V","323","Printing and Related Support Activities","3230 - 3239",2022,"NAICS_2007"
"W - Y","324","Petroleum and Coal Products","3240 - 3249",2022,"NAICS_2007"
"Z - AB","325","All Other Chemicals","3250, 3253, 3255 - 3259",2022,"NAICS_2007"
"AC - AE","326","Plastics and Rubber Products","3260 - 3269",2022,"NAICS_2007"
"AF - AH","327","Nonmetallic Mineral Products","3270 - 3279",2022,"NAICS_2007"
"AI - AK","331","Foundries","3310, 3315 - 3319",2022,"NAICS_2007"
"AL - AN","332","Fabricated Metal Products","3320 - 3329",2022,"NAICS_2007"
"AO - AQ","333","Machinery","3330 - 3339",2022,"NAICS_2007"
"AR - AT","334","All Other Electronic Products","3340, 3343 - 3349",2022,"NAICS_2007"
"AU - AW","335","Electrical Equipment, Appliances, and Components","3350 - 3359",2022,"NAICS_2007"
"AX - AZ","337","Furniture and Related Products","3370 - 3379",2022,"NAICS_2007"
"BA - BC","339","Miscellaneous Manufacturing","3390 - 3399",2022,"NAICS_2007"
"BD - BF","371","Iron, Steel, and Ferroalloys","3311, 3312",2022,"NAICS_2007"
"BG - BI","374","Computer and Peripheral Equipment","3341",2022,"NAICS_2007"
"BJ - BL","375","Basic Chemicals, Resins, and Synthetics","3251, 3252",2022,"NAICS_2007"
"BM - BO","376","Motor Vehicles and Parts","3361 - 3363",2022,"NAICS_2007"
"BP - BR","381","Nonferrous Metals","3313, 3314",2022,"NAICS_2007"
"BS - BU","384","Communications Equipment","3342",2022,"NAICS_2007"
"BV - BX","385","Pharmaceuticals and Medicines","3254",2022,"NAICS_2007"
"BY - CA","386","Aerospace Products and Parts","3364",2022,"NAICS_2007"
"CB","421","Wholesale Trade, Durable Goods","4230 - 4239",2022,"NAICS_2007"
"CC","422","Wholesale Trade, Nondurable Goods","4240 - 4259",2022,"NAICS_2007"
"CD","445","Food and Beverage Stores","4450 - 4459",2022,"NAICS_2007"
"CE","448","Clothing and General Merchandise Stores","4480 - 4489, 4520 - 4529",2022,"NAICS_2007"
"CF","450","All Other Retail Trade","4410 - 4449, 4460 - 4479,",2022,"NAICS_2007"
"CG","511","Publishing Industries, except Internet","5111 - 5112",2022,"NAICS_2007"
"CH","512","Motion Picture and Sound Recording","5121 - 5122",2022,"NAICS_2007"
"CI","515","Broadcasting, except Internet","5151 - 5152",2022,"NAICS_2007"
"CJ","517","Telecommunications","5171 - 5172, 5174, 5179",2022,"NAICS_2007"
"CK","519","All Other Information","5182, 5191",2022,"NAICS_2007"
"CL","545","Computer Systems Design and Related Services","5415",2022,"NAICS_2007"
"CM","546","Management and Technical Consulting Services","5416",2022,"NAICS_2007"
"CN","547","Scientific Research and Development Services","5417",2022,"NAICS_2007"
"CO","549","All Other Professional and Technical Services (except Legal Services)","5412 - 5414, 5418 - 5419",2022,"NAICS_2007"
"CP - CR","CHEM(325,375,385)","Chemicals","3250 - 3259",2022,"NAICS_2007"
"CS - CU","COMP(334,374,384)","Computer and Electronic Products","3340 - 3349",2022,"NAICS_2007"
"CV - CX","PRIM(331,371,381)","Primary Metals","3310 - 3319",2022,"NAICS_2007"
"CY - DI","TDUR(321,327,331-335,337,339,","All Durable Manufacturing","3210 - 3219, 3270 - 3399",2022,"NAICS_2007"
